Block,Weight,WeightFactor,HybridEnergy,ENumer,EDenom,ETotal,E1Body,E2Body
271,1.0001010701458508e+03,9.9990537804555936e+02,-4.6626168059875467e-01,-1.1371955930360966e+03,1.0001010701458508e+03,-1.1370806681271248e+00,-1.7657888081789517e+00,6.2870814005182685e-01
272,1.0001027014268257e+03,9.9990537804555936e+02,-4.6818170826090860e-01,-1.1366886494079179e+03,1.0001027014268257e+03,-1.1365719218498540e+00,-1.7657888081789519e+00,6.2921688632909778e-01
273,1.0000725669580399e+03,9.9990537804555936e+02,-4.6402756465930106e-01,-1.1365583613828499e+03,1.0000725669580399e+03,-1.1364758907845700e+00,-1.7657888081789519e+00,6.2931291739438167e-01
274,1.0000604823905148e+03,9.9990537804555936e+02,-4.6310902695806833e-01,-1.1372626652730141e+03,1.0000604823905148e+03,-1.1371938850683663e+00,-1.7657888081789517e+00,6.2859492311058551e-01
275,1.0000000000000000e+03,1.0000040396266440e+03,-4.5428449323944792e-01,-1.1366064817500037e+03,1.0000000000000000e+03,-1.1366064817500037e+00,-1.7657888081789519e+00,6.2918232642894834e-01
276,9.9992379077301575e+02,1.0000040396266440e+03,-4.4171366896154540e-01,-1.1370009343022557e+03,9.9992379077301575e+02,-1.1370875908685691e+00,-1.7657888081789519e+00,6.2870121731038286e-01
277,9.9996426757939116e+02,1.0000040396266440e+03,-4.5192141472777309e-01,-1.1369886716334588e+03,9.9996426757939116e+02,-1.1370293004426666e+00,-1.7657888081789519e+00,6.2875950773628508e-01
278,9.9992740713134208e+02,1.0000040396266440e+03,-4.4679549862509182e-01,-1.1365052814364290e+03,9.9992740713134208e+02,-1.1365877896045580e+00,-1.7657888081789519e+00,6.2920101857439414e-01
279,1.0000211482775776e+03,1.0000040396266440e+03,-4.6904775776152091e-01,-1.1360403591720406e+03,1.0000211482775776e+03,-1.1360163343832683e+00,-1.7657888081789517e+00,6.2977247379568368e-01
280,1.0000000000000001e+03,1.0000215227549719e+03,-4.7093298063093808e-01,-1.1364219514051265e+03,1.0000000000000001e+03,-1.1364219514051264e+00,-1.7657888081789517e+00,6.2936685677382509e-01
281,9.9976564396821323e+02,1.0000215227549719e+03,-4.2648767493889944e-01,-1.1352449093445055e+03,9.9976564396821323e+02,-1.1355110232019532e+00,-1.7657888081789521e+00,6.3027778497699882e-01
282,9.9989373628874750e+02,1.0000215227549719e+03,-4.5383344678730808e-01,-1.1354602882883407e+03,9.9989373628874750e+02,-1.1355809593355075e+00,-1.7657888081789519e+00,6.3020784884344450e-01
283,9.9986877402323921e+02,1.0000215227549719e+03,-4.5124471537030947e-01,-1.1352941744109917e+03,9.9986877402323921e+02,-1.1354431740505628e+00,-1.7657888081789519e+00,6.3034563412838884e-01
284,9.9975214567295507e+02,1.0000215227549719e+03,-4.3097338104065491e-01,-1.1350533087970039e+03,9.9975214567295507e+02,-1.1353347064166335e+00,-1.7657888081789519e+00,6.3045410176231831e-01
285,1.0000000000000000e+03,9.9981430328783267e+02,-4.4619724695188556e-01,-1.1350074113789992e+03,1.0000000000000000e+03,-1.1350074113789992e+00,-1.7657888081789519e+00,6.3078139679995238e-01
286,9.9999758807147646e+02,9.9981430328783267e+02,-4.4818183695796049e-01,-1.1360987702512425e+03,9.9999758807147646e+02,-1.1361015104468810e+00,-1.7657888081789517e+00,6.2968729773207055e-01
287,1.0000106723810400e+03,9.9981430328783267e+02,-4.5301426634868641e-01,-1.1360175676279384e+03,1.0000106723810400e+03,-1.1360054437449794e+00,-1.7657888081789519e+00,6.2978336443397254e-01
288,9.9996626799043270e+02,9.9981430328783267e+02,-4.4615582370891615e-01,-1.1358848474191120e+03,9.9996626799043270e+02,-1.1359231643901611e+00,-1.7657888081789521e+00,6.2986564378879106e-01
289,9.9998879082424594e+02,9.9981430328783267e+02,-4.5255895536034035e-01,-1.1354826910996974e+03,9.9998879082424594e+02,-1.1354954190674178e+00,-1.7657888081789521e+00,6.3029338911153432e-01
290,1.0000000000000000e+03,9.9998450318200128e+02,-4.5394413640173309e-01,-1.1359541035150914e+03,1.0000000000000000e+03,-1.1359541035150915e+00,-1.7657888081789519e+00,6.2983470466386027e-01
291,1.0000120286972121e+03,9.9998450318200128e+02,-4.5851800559567307e-01,-1.1363433021879816e+03,1.0000120286972121e+03,-1.1363296336228856e+00,-1.7657888081789519e+00,6.2945917455606626e-01
292,9.9997137530828252e+02,9.9998450318200128e+02,-4.5276109740881398e-01,-1.1359698488317956e+03,9.9997137530828252e+02,-1.1360023665493284e+00,-1.7657888081789517e+00,6.2978644162962349e-01
293,9.9995997276660296e+02,9.9998450318200128e+02,-4.5263357070124782e-01,-1.1364144777453080e+03,9.9995997276660296e+02,-1.1364599670936573e+00,-1.7657888081789521e+00,6.2932884108529474e-01
294,1.0000062294378454e+03,9.9998450318200128e+02,-4.6362834105916578e-01,-1.1358912949108746e+03,1.0000062294378454e+03,-1.1358842189907328e+00,-1.7657888081789517e+00,6.2990458918821879e-01
295,1.0000000000000000e+03,9.9997510382726261e+02,-4.5924130368230770e-01,-1.1364889612432175e+03,1.0000000000000000e+03,-1.1364889612432176e+00,-1.7657888081789519e+00,6.2929984693573449e-01
296,9.9998919369707664e+02,9.9997510382726261e+02,-4.5984497197043406e-01,-1.1358057043723975e+03,9.9998919369707664e+02,-1.1358179783655373e+00,-1.7657888081789517e+00,6.2997082981341412e-01
297,9.9992599676978853e+02,9.9997510382726261e+02,-4.4900613966314235e-01,-1.1364797899570997e+03,9.9992599676978853e+02,-1.1365638993569938e+00,-1.7657888081789521e+00,6.2922490882195825e-01
298,9.9992827999470671e+02,9.9997510382726261e+02,-4.5187679365895628e-01,-1.1364987622987278e+03,9.9992827999470671e+02,-1.1365802778422709e+00,-1.7657888081789517e+00,6.2920853033668078e-01
299,9.9979377491189962e+02,9.9997510382726261e+02,-4.2820597914360614e-01,-1.1362235580374329e+03,9.9979377491189962e+02,-1.1364579241729680e+00,-1.7657888081789517e+00,6.2933088400598403e-01
300,1.0000000000000000e+03,9.9983448267567849e+02,-4.3823167682757730e-01,-1.1363382445169350e+03,1.0000000000000000e+03,-1.1363382445169350e+00,-1.7657888081789517e+00,6.2945056366201657e-01
301,9.9993244483354556e+02,9.9983448267567849e+02,-4.2714688703682246e-01,-1.1358721905789341e+03,9.9993244483354556e+02,-1.1359489297979704e+00,-1.7657888081789519e+00,6.2983987838098165e-01
302,1.0000181577878668e+03,9.9983448267567849e+02,-4.4580938915362678e-01,-1.1360663679685294e+03,1.0000181577878668e+03,-1.1360457398909773e+00,-1.7657888081789519e+00,6.2974306828797455e-01
303,1.0000283169747554e+03,9.9983448267567849e+02,-4.4998540513342961e-01,-1.1358453143918616e+03,1.0000283169747554e+03,-1.1358131515995209e+00,-1.7657888081789519e+00,6.2997565657943089e-01
304,9.9998739008585449e+02,9.9983448267567849e+02,-4.4376774397790608e-01,-1.1354159825257245e+03,9.9998739008585449e+02,-1.1354303002043282e+00,-1.7657888081789517e+00,6.3035850797462345e-01
305,1.0000000000000000e+03,9.9997744215620730e+02,-4.4363036725174432e-01,-1.1351981999472609e+03,1.0000000000000000e+03,-1.1351981999472609e+00,-1.7657888081789519e+00,6.3059060823169089e-01
306,1.0000245034244874e+03,9.9997744215620730e+02,-4.5005363512610747e-01,-1.1356847722484742e+03,1.0000245034244874e+03,-1.1356569447642846e+00,-1.7657888081789519e+00,6.3013186341466754e-01
307,1.0000635800690835e+03,9.9997744215620730e+02,-4.5966034031722980e-01,-1.1358531370197215e+03,1.0000635800690835e+03,-1.1357809239901104e+00,-1.7657888081789517e+00,6.3000788418884124e-01
308,9.9994433923649967e+02,9.9997744215620730e+02,-4.3852461443233631e-01,-1.1358320286041610e+03,9.9994433923649967e+02,-1.1358952534012217e+00,-1.7657888081789519e+00,6.2989355477773035e-01
309,9.9996291042317614e+02,9.9997744215620730e+02,-4.4454028088926456e-01,-1.1363871034450442e+03,9.9996291042317614e+02,-1.1364292531251330e+00,-1.7657888081789519e+00,6.2935955505381902e-01
310,1.0000000000000000e+03,9.9999650984305072e+02,-4.5300170177578220e-01,-1.1360417335466489e+03,1.0000000000000000e+03,-1.1360417335466488e+00,-1.7657888081789517e+00,6.2974707463230295e-01
311,9.9996530828535924e+02,9.9999650984305072e+02,-4.4781843782086278e-01,-1.1352530940957267e+03,9.9996530828535924e+02,-1.1352924793384538e+00,-1.7657888081789517e+00,6.3049632884049800e-01
312,9.9998515596427364e+02,9.9999650984305072e+02,-4.5348990898040975e-01,-1.1357693245662410e+03,9.9998515596427364e+02,-1.1357861842169370e+00,-1.7657888081789519e+00,6.3000262396201501e-01
313,9.9999177517711087e+02,9.9999650984305072e+02,-4.5634437559282043e-01,-1.1363022041284389e+03,9.9999177517711087e+02,-1.1363115500896852e+00,-1.7657888081789519e+00,6.2947725808926658e-01
314,9.9999458059066217e+02,9.9999650984305072e+02,-4.5905263222175674e-01,-1.1366210329514872e+03,9.9999458059066217e+02,-1.1366271927995095e+00,-1.7657888081789519e+00,6.2916161537944237e-01
315,1.0000000000000000e+03,9.9997338007801341e+02,-4.5678227051677656e-01,-1.1363382519923616e+03,1.0000000000000000e+03,-1.1363382519923617e+00,-1.7657888081789519e+00,6.2945055618659040e-01
316,9.9987921882826140e+02,9.9997338007801341e+02,-4.3447916671498782e-01,-1.1361525296777113e+03,9.9987921882826140e+02,-1.1362897720878187e+00,-1.7657888081789521e+00,6.2949903609113333e-01
317,9.9996775374109257e+02,9.9997338007801341e+02,-4.5395424762624487e-01,-1.1369286977999159e+03,9.9996775374109257e+02,-1.1369653606793051e+00,-1.7657888081789517e+00,6.2882344749964658e-01
318,9.9992504622692582e+02,9.9997338007801341e+02,-4.4749617825334514e-01,-1.1363418742817098e+03,9.9992504622692582e+02,-1.1364270537772141e+00,-1.7657888081789521e+00,6.2936175440173792e-01
319,9.9999252312099588e+02,9.9997338007801341e+02,-4.6241791950580285e-01,-1.1362085422758910e+03,9.9999252312099588e+02,-1.1362170376332037e+00,-1.7657888081789517e+00,6.2957177054574798e-01
320,9.9999999999999989e+02,9.9994653495416924e+02,-4.5485315912492752e-01,-1.1361037864125040e+03,9.9999999999999989e+02,-1.1361037864125039e+00,-1.7657888081789517e+00,6.2968502176644781e-01
321,9.9995995837643272e+02,9.9994653495416924e+02,-4.4837668292655664e-01,-1.1362603915494728e+03,9.9995995837643272e+02,-1.1363058910822208e+00,-1.7657888081789517e+00,6.2948291709673088e-01
322,9.9999342961930392e+02,9.9994653495416924e+02,-4.5684928603480779e-01,-1.1369917016084312e+03,9.9999342961930392e+02,-1.1369991721258432e+00,-1.7657888081789517e+00,6.2878963605310878e-01
323,9.9997045836242887e+02,9.9994653495416924e+02,-4.5426799182745792e-01,-1.1376343655611954e+03,9.9997045836242887e+02,-1.1376679741361637e+00,-1.7657888081789519e+00,6.2812083404278818e-01
324,9.9996797057733443e+02,9.9994653495416924e+02,-4.5575674825885482e-01,-1.1375903007343732e+03,9.9996797057733443e+02,-1.1376267382620087e+00,-1.7657888081789517e+00,6.2816206991694312e-01
325,1.0000000000000000e+03,9.9994111822088234e+02,-4.5217248516257053e-01,-1.1366018928509529e+03,1.0000000000000000e+03,-1.1366018928509529e+00,-1.7657888081789519e+00,6.2918691532799886e-01
326,9.9997336836264992e+02,9.9994111822088234e+02,-4.4966067385815672e-01,-1.1363136192424336e+03,9.9997336836264992e+02,-1.1363438819406022e+00,-1.7657888081789517e+00,6.2944492623834958e-01
327,9.9995923569511285e+02,9.9994111822088234e+02,-4.4852342098066589e-01,-1.1362953586678868e+03,9.9995923569511285e+02,-1.1363416808466209e+00,-1.7657888081789519e+00,6.2944712733233121e-01
328,1.0000287995462684e+03,9.9994111822088234e+02,-4.6410788897291450e-01,-1.1358724652684077e+03,1.0000287995462684e+03,-1.1358397535988705e+00,-1.7657888081789517e+00,6.2994905458008155e-01
329,9.9992093983175255e+02,9.9994111822088234e+02,-4.4431293714632092e-01,-1.1356698460779139e+03,9.9992093983175255e+02,-1.1357596394260956e+00,-1.7657888081789519e+00,6.3002916875285642e-01
330,1.0000000000000001e+03,9.9989368197177077e+02,-4.4106758344001440e-01,-1.1347762386811946e+03,1.0000000000000001e+03,-1.1347762386811944e+00,-1.7657888081789517e+00,6.3101256949775741e-01
331,1.0000829089073217e+03,9.9989368197177077e+02,-4.5923886584815637e-01,-1.1348949387927312e+03,1.0000829089073217e+03,-1.1348008536939238e+00,-1.7657888081789523e+00,6.3098795448502820e-01
332,9.9998215902811694e+02,9.9989368197177077e+02,-4.4173982079057411e-01,-1.1351871233917045e+03,9.9998215902811694e+02,-1.1352073765945918e+00,-1.7657888081789519e+00,6.3058143158435997e-01
333,9.9993239596865703e+02,9.9989368197177077e+02,-4.3418953143684330e-01,-1.1357559646481959e+03,9.9993239596865703e+02,-1.1358327515211299e+00,-1.7657888081789519e+00,6.2995605665782162e-01
334,9.9993088714418172e+02,9.9989368197177077e+02,-4.3610564501716437e-01,-1.1362851806056760e+03,9.9993088714418172e+02,-1.1363637179474717e+00,-1.7657888081789521e+00,6.2942509023148019e-01
335,1.0000000000000000e+03,1.0001089831559940e+03,-4.7334662709893555e-01,-1.1366358787717236e+03,1.0000000000000000e+03,-1.1366358787717237e+00,-1.7657888081789519e+00,6.2915292940722845e-01
336,9.9988910327597614e+02,1.0001089831559940e+03,-4.5289783878801820e-01,-1.1369931075327831e+03,9.9988910327597614e+02,-1.1371192103280332e+00,-1.7657888081789519e+00,6.2866959785091847e-01
337,9.9983229540667628e+02,1.0001089831559940e+03,-4.4323504682639658e-01,-1.1369930603341918e+03,9.9983229540667628e+02,-1.1371837712760882e+00,-1.7657888081789521e+00,6.2860503690286407e-01
338,9.9985190206006791e+02,1.0001089831559940e+03,-4.4871445226030887e-01,-1.1363441712592276e+03,9.9985190206006791e+02,-1.1365124864171730e+00,-1.7657888081789519e+00,6.2927632176177906e-01
339,9.9980738213455834e+02,1.0001089831559940e+03,-4.4156208810420322e-01,-1.1366411753414088e+03,9.9980738213455834e+02,-1.1368601549177548e+00,-1.7657888081789521e+00,6.2892865326119751e-01
340,1.0000000000000000e+03,9.9988313901823267e+02,-4.5834347938352654e-01,-1.1368219993736434e+03,1.0000000000000000e+03,-1.1368219993736435e+00,-1.7657888081789519e+00,6.2896680880530864e-01
341,1.0000163103218463e+03,9.9988313901823267e+02,-4.6309163694670569e-01,-1.1377112759763636e+03,1.0000163103218463e+03,-1.1376927198419409e+00,-1.7657888081789523e+00,6.2809608833701147e-01
342,9.9994761253204842e+02,9.9988313901823267e+02,-4.5135007245687081e-01,-1.1375001924306621e+03,9.9994761253204842e+02,-1.1375597863075102e+00,-1.7657888081789517e+00,6.2822902187144158e-01
343,9.9994920449974654e+02,9.9988313901823267e+02,-4.5385199269416471e-01,-1.1376081592234182e+03,9.9994920449974654e+02,-1.1376659475343445e+00,-1.7657888081789519e+00,6.2812286064460732e-01
344,9.9986250534446719e+02,9.9988313901823267e+02,-4.3832148665377352e-01,-1.1394048782339478e+03,9.9986250534446719e+02,-1.1395615618583539e+00,-1.7657888081789521e+00,6.2622724632059812e-01
345,1.0000000000000000e+03,9.9986981043737671e+02,-4.4185814094830383e-01,-1.1419125467533461e+03,1.0000000000000000e+03,-1.1419125467533462e+00,-1.7657888081789519e+00,6.2387626142560593e-01
346,1.0001280323692387e+03,9.9986981043737671e+02,-4.6940740010732795e-01,-1.1418323122977949e+03,1.0001280323692387e+03,-1.1416861395164257e+00,-1.7657888081789517e+00,6.2410266866252617e-01
347,1.0000714726853527e+03,9.9986981043737671e+02,-4.5985349848652296e-01,-1.1389714460240853e+03,1.0000714726853527e+03,-1.1388900464941409e+00,-1.7657888081789521e+00,6.2689876168481096e-01
348,1.0001088595323366e+03,9.9986981043737671e+02,-4.6913849502466382e-01,-1.1378749487221276e+03,1.0001088595323366e+03,-1.1377510936701551e+00,-1.7657888081789517e+00,6.2803771450879675e-01
349,9.9995122846113100e+02,9.9986981043737671e+02,-4.3989134564262183e-01,-1.1370928693078581e+03,9.9995122846113100e+02,-1.1371483297818239e+00,-1.7657888081789517e+00,6.2864047839712789e-01
350,1.0000000000000000e+03,9.9990684239354823e+02,-4.3304955066591072e-01,-1.1376563511789896e+03,1.0000000000000000e+03,-1.1376563511789897e+00,-1.7657888081789519e+00,6.2813245699996245e-01
351,9.9999518929776968e+02,9.9990684239354823e+02,-4.3444392581275099e-01,-1.1381592031066803e+03,9.9999518929776968e+02,-1.1381646784780375e+00,-1.7657888081789519e+00,6.2762412970091441e-01
352,1.0000398995609130e+03,9.9990684239354823e+02,-4.4583070297090427e-01,-1.1374799057935554e+03,1.0000398995609130e+03,-1.1374345226555342e+00,-1.7657888081789519e+00,6.2835428552341777e-01
353,1.0000402876710718e+03,9.9990684239354823e+02,-4.4793062523708355e-01,-1.1389817097846496e+03,1.0000402876710718e+03,-1.1389358247127719e+00,-1.7657888081789519e+00,6.2685298346618024e-01
354,1.0000627284166330e+03,9.9990684239354823e+02,-4.5451779826851768e-01,-1.1386655022636821e+03,1.0000627284166330e+03,-1.1385940800598522e+00,-1.7657888081789517e+00,6.2719472811909960e-01
355,9.9999999999999989e+02,1.0000677436127680e+03,-4.5760481520816232e-01,-1.1391333445054629e+03,9.9999999999999989e+02,-1.1391333445054630e+00,-1.7657888081789517e+00,6.2665546367348901e-01
356,9.9993224174426223e+02,1.0000677436127680e+03,-4.4649284846849163e-01,-1.1395559565916647e+03,9.9993224174426223e+02,-1.1396331761478613e+00,-1.7657888081789521e+00,6.2615563203109059e-01
357,9.9988704161728879e+02,1.0000677436127680e+03,-4.3975942815771130e-01,-1.1377393438007900e+03,9.9988704161728879e+02,-1.1378678755157472e+00,-1.7657888081789517e+00,6.2792093266320459e-01
358,9.9995879842236934e+02,1.0000677436127680e+03,-4.5594751943235556e-01,-1.1375658284539495e+03,9.9995879842236934e+02,-1.1376126998919178e+00,-1.7657888081789519e+00,6.2817610828703396e-01
359,9.9989343633743397e+02,1.0000677436127680e+03,-4.4481125420707396e-01,-1.1386311073842112e+03,9.9989343633743397e+02,-1.1387524570167871e+00,-1.7657888081789519e+00,6.2703635116216505e-01
360,1.0000000000000000e+03,9.9990322170642810e+02,-4.4890998379290048e-01,-1.1404183962689838e+03,1.0000000000000000e+03,-1.1404183962689838e+00,-1.7657888081789519e+00,6.2537041190996800e-01
361,1.0000186113473072e+03,9.9990322170642810e+02,-4.5475156517709120e-01,-1.1431460748807453e+03,1.0000186113473072e+03,-1.1431247997880811e+00,-1.7657888081789521e+00,6.2266400839087110e-01
362,1.0000055742467302e+03,9.9990322170642810e+02,-4.5429120550019370e-01,-1.1403115575915331e+03,1.0000055742467302e+03,-1.1403052012489934e+00,-1.7657888081789517e+00,6.2548360692995852e-01
363,1.0000335740526200e+03,9.9990322170642810e+02,-4.6181672910619231e-01,-1.1397377384688732e+03,1.0000335740526200e+03,-1.1396994741387576e+00,-1.7657888081789519e+00,6.2608933404019418e-01
364,9.9996525653526658e+02,9.9990322170642810e+02,-4.5027147098226689e-01,-1.1394229050963638e+03,9.9996525653526658e+02,-1.1394624939713383e+00,-1.7657888081789517e+00,6.2632631420761364e-01
365,1.0000000000000000e+03,9.9994594830952201e+02,-4.4843269793677704e-01,-1.1373022607605460e+03,1.0000000000000000e+03,-1.1373022607605461e+00,-1.7657888081789519e+00,6.2848654741840593e-01
366,1.0000764707073290e+03,9.9994594830952201e+02,-4.6525770531693955e-01,-1.1363769507422858e+03,1.0000764707073290e+03,-1.1362900578378319e+00,-1.7657888081789515e+00,6.2949875034111968e-01
367,9.9993978781970475e+02,9.9994594830952201e+02,-4.3979999924061552e-01,-1.1354620167738772e+03,9.9993978781970475e+02,-1.1355303895344226e+00,-1.7657888081789519e+00,6.3025841864452914e-01
368,1.0000371323318320e+03,9.9994594830952201e+02,-4.6147297918754676e-01,-1.1353115518177992e+03,1.0000371323318320e+03,-1.1352693966178453e+00,-1.7657888081789521e+00,6.3051941156110658e-01
369,9.9993577076168481e+02,9.9994594830952201e+02,-4.4337551890792143e-01,-1.1349511569750357e+03,9.9993577076168481e+02,-1.1350240587057958e+00,-1.7657888081789521e+00,6.3076474947315619e-01
370,1.0000000000000000e+03,9.9998687180026559e+02,-4.5513511177299393e-01,-1.1345049707729436e+03,1.0000000000000000e+03,-1.1345049707729435e+00,-1.7657888081789519e+00,6.3128383740600835e-01
371,9.9995155742218037e+02,9.9998687180026559e+02,-4.4711853654024508e-01,-1.1345326262768090e+03,9.9995155742218037e+02,-1.1345875886243639e+00,-1.7657888081789517e+00,6.3120121955458763e-01
372,9.9990681090439261e+02,9.9998687180026559e+02,-4.4025983477649283e-01,-1.1349252898879467e+03,9.9990681090439261e+02,-1.1350310624061386e+00,-1.7657888081789517e+00,6.3075774577281318e-01
373,9.9995379831134164e+02,9.9998687180026559e+02,-4.5164505864038096e-01,-1.1349627560549093e+03,9.9995379831134164e+02,-1.1350151956736023e+00,-1.7657888081789519e+00,6.3077361250534947e-01
374,9.9989965058737675e+02,9.9998687180026559e+02,-4.4290092848488011e-01,-1.1350331616678468e+03,9.9989965058737675e+02,-1.1351470730098643e+00,-1.7657888081789519e+00,6.3064173516908772e-01
375,1.0000000000000000e+03,9.9994289221222277e+02,-4.5354933070780296e-01,-1.1349929377898072e+03,1.0000000000000000e+03,-1.1349929377898071e+00,-1.7657888081789519e+00,6.3079587038914475e-01
376,9.9993836737166146e+02,9.9994289221222277e+02,-4.4319478529746392e-01,-1.1351062076848762e+03,9.9993836737166146e+02,-1.1351761715759576e+00,-1.7657888081789521e+00,6.3061263660299449e-01
377,9.9981440239208177e+02,9.9994289221222277e+02,-4.2052866567274783e-01,-1.1351740347861191e+03,9.9981440239208177e+02,-1.1353847594815456e+00,-1.7657888081789519e+00,6.3040404869740629e-01
378,1.0000322353343126e+03,9.9994289221222277e+02,-4.6559310066843662e-01,-1.1351470777047825e+03,1.0000322353343126e+03,-1.1351104870387512e+00,-1.7657888081789519e+00,6.3067832114020084e-01
379,9.9995963568898401e+02,9.9994289221222277e+02,-4.5315171133885462e-01,-1.1350688719789400e+03,9.9995963568898401e+02,-1.1351146901013300e+00,-1.7657888081789521e+00,6.3067411807762186e-01
380,1.0000000000000000e+03,9.9994574885481268e+02,-4.5207601703828487e-01,-1.1351133670825902e+03,1.0000000000000000e+03,-1.1351133670825904e+00,-1.7657888081789517e+00,6.3067544109636164e-01
381,1.0000412835394164e+03,9.9994574885481268e+02,-4.6237820952187036e-01,-1.1349271538136802e+03,1.0000412835394164e+03,-1.1348803019380023e+00,-1.7657888081789517e+00,6.3090850624094974e-01
382,9.9998329518302273e+02,9.9994574885481268e+02,-4.5312511846280451e-01,-1.1350584156774055e+03,9.9998329518302273e+02,-1.1350773769372422e+00,-1.7657888081789519e+00,6.3071143124170959e-01
383,9.9995128073839862e+02,9.9994574885481268e+02,-4.4903401540872606e-01,-1.1349666857292939e+03,9.9995128073839862e+02,-1.1350219831622150e+00,-1.7657888081789519e+00,6.3076682501673709e-01
384,9.9997036438100452e+02,9.9994574885481268e+02,-4.5521529079737838e-01,-1.1355364950668009e+03,9.9997036438100452e+02,-1.1355701483910612e+00,-1.7657888081789519e+00,6.3021865978789093e-01
385,9.9999999999999989e+02,9.9996205863854175e+02,-4.5542747931444372e-01,-1.1359428807395157e+03,9.9999999999999989e+02,-1.1359428807395158e+00,-1.7657888081789517e+00,6.2984592743943613e-01
386,1.0000264232608133e+03,9.9996205863854175e+02,-4.6274016203683610e-01,-1.1355050884404534e+03,1.0000264232608133e+03,-1.1354750854861226e+00,-1.7657888081789523e+00,6.3031372269282948e-01
387,9.9997042951389358e+02,9.9996205863854175e+02,-4.5370391269413468e-01,-1.1356862457881307e+03,9.9997042951389358e+02,-1.1357198295755719e+00,-1.7657888081789517e+00,6.3006897860337985e-01
388,9.9990037544719235e+02,9.9996205863854175e+02,-4.4238886260053067e-01,-1.1353596206809520e+03,9.9990037544719235e+02,-1.1354727416450638e+00,-1.7657888081789521e+00,6.3031606653388828e-01
389,9.9992175142564042e+02,9.9996205863854175e+02,-4.4891102812446870e-01,-1.1353618232690278e+03,9.9992175142564042e+02,-1.1354506706652630e+00,-1.7657888081789517e+00,6.3033813751368872e-01
390,1.0000000000000000e+03,9.9995234906352346e+02,-4.5670145755273850e-01,-1.1350451785569785e+03,1.0000000000000000e+03,-1.1350451785569786e+00,-1.7657888081789519e+00,6.3074362962197350e-01
391,9.9997078239160328e+02,9.9995234906352346e+02,-4.5276741805435355e-01,-1.1347365874648001e+03,9.9997078239160328e+02,-1.1347697427227634e+00,-1.7657888081789523e+00,6.3101906545618869e-01
392,9.9995920094673806e+02,9.9995234906352346e+02,-4.5235204511042137e-01,-1.1342606004687179e+03,9.9995920094673806e+02,-1.1343068791154944e+00,-1.7657888081789517e+00,6.3148192906345735e-01
393,9.9996887564193685e+02,9.9995234906352346e+02,-4.5647384128449009e-01,-1.1342979848152258e+03,9.9996887564193685e+02,-1.1343332902107133e+00,-1.7657888081789521e+00,6.3145551796823851e-01
394,9.9991231354777892e+02,9.9995234906352346e+02,-4.4750206344333004e-01,-1.1344976129626430e+03,9.9991231354777892e+02,-1.1345971017571965e+00,-1.7657888081789521e+00,6.3119170642175559e-01
395,1.0000000000000001e+03,9.9998677361219984e+02,-4.6383107535796070e-01,-1.1339620515789532e+03,1.0000000000000001e+03,-1.1339620515789530e+00,-1.7657888081789517e+00,6.3182675659999876e-01
396,9.9987649229215390e+02,9.9998677361219984e+02,-4.4112570194082423e-01,-1.1339572760874398e+03,9.9987649229215390e+02,-1.1340973458511003e+00,-1.7657888081789519e+00,6.3169146232785134e-01
397,9.9984288962723031e+02,9.9998677361219984e+02,-4.3631413691222304e-01,-1.1335293269401834e+03,9.9984288962723031e+02,-1.1337074441393438e+00,-1.7657888081789517e+00,6.3208136403960768e-01
398,9.9984993040859968e+02,9.9998677361219984e+02,-4.3970647664658258e-01,-1.1332104741176186e+03,9.9984993040859968e+02,-1.1333805600751701e+00,-1.7657888081789517e+00,6.3240824810378171e-01
399,9.9976843458903477e+02,9.9998677361219984e+02,-4.2581674869891767e-01,-1.1337407845161435e+03,9.9976843458903477e+02,-1.1340033804749792e+00,-1.7657888081789523e+00,6.3178542770397272e-01
400,1.0000000000000000e+03,9.9987023977152921e+02,-4.4787865427804879e-01,-1.1338889620306836e+03,1.0000000000000000e+03,-1.1338889620306836e+00,-1.7657888081789519e+00,6.3189984614826822e-01
401,9.9997893264994104e+02,9.9987023977152921e+02,-4.4564854755506617e-01,-1.1339575268590097e+03,9.9997893264994104e+02,-1.1339814168424787e+00,-1.7657888081789519e+00,6.3180739133647335e-01
402,1.0000437648563051e+03,9.9987023977152921e+02,-4.6038767654531565e-01,-1.1337085109831810e+03,1.0000437648563051e+03,-1.1336588965644738e+00,-1.7657888081789517e+00,6.3212991161447796e-01
403,9.9996642457446035e+02,9.9987023977152921e+02,-4.4694365438291184e-01,-1.1335201326722986e+03,9.9996642457446035e+02,-1.1335581923709814e+00,-1.7657888081789521e+00,6.3223061580797069e-01
404,9.9995566974108942e+02,9.9987023977152921e+02,-4.4654533479301045e-01,-1.1338317546400949e+03,9.9995566974108942e+02,-1.1338820199236121e+00,-1.7657888081789517e+00,6.3190678825533964e-01
405,9.9999999999999989e+02,9.9998203828352212e+02,-4.5343722023681304e-01,-1.1339764857578334e+03,9.9999999999999989e+02,-1.1339764857578334e+00,-1.7657888081789517e+00,6.3181232242111807e-01
406,1.0000206190358130e+03,9.9998203828352212e+02,-4.5903939165743507e-01,-1.1338344031035417e+03,1.0000206190358130e+03,-1.1338110250134119e+00,-1.7657888081789519e+00,6.3197778316553999e-01
